decade,frame (verb--syntactic relation),support nouns,support noun counts,ground-truth emerging (query) nouns
1860,provide-pobj_prep.for,"['defence', 'security', 'family', 'child', 'support', 'case', 'comfort', 'people', 'appointment', 'accommodation', 'wife', 'establishment', 'son', 'person', 'defense', 'collection']","[4823, 3687, 2747, 2354, 2312, 1083, 985, 631, 571, 448, 442, 428, 357, 354, 335, 309]","['board', 'measure', 'user', 'control', 'patient', 'study', 'teacher', 'worker', 'pupil', 'employee']"
1860,provide-pobj_prep.with,"['arm', 'food', 'horse', 'ammunition', 'material', 'instrument', 'store', 'accommodation', 'weapon', 'clothing', 'book', 'water', 'apparatus', 'cannon', 'seat', 'piece']","[1879, 1454, 522, 442, 403, 398, 390, 386, 350, 349, 344, 332, 306, 294, 286, 284]","['model', 'map', 'help', 'form', 'housing', 'kit', 'device', 'framework', 'base', 'foundation']"
1860,pull-dobj,"['trigger', 'house', 'hat', 'string', 'hair', 'clothes', 'rope', 'boot', 'oar', 'watch', 'bell', 'church', 'coat', 'wall', 'cord', 'cap']","[2216, 1670, 967, 783, 581, 512, 504, 490, 483, 424, 363, 350, 333, 305, 280, 279]","['cover', 'sheet', 'wagon', 'wallet', 'car', 'chair', 'pant', 'envelope', 'gun', 'card']"
1860,purchase-dobj,"['book', 'horse', 'house', 'food', 'life', 'stock', 'material', 'arm', 'corn', 'place', 'vessel', 'clothing', 'piece', 'bread', 'support', 'library']","[1671, 1418, 1061, 896, 764, 685, 510, 483, 443, 410, 397, 361, 309, 285, 284, 277]","['vehicle', 'system', 'brand', 'automobile', 'package', 'equipment', 'computer', 'car', 'housing', 'hardware']"
1860,pursue-dobj,"['course', 'study', 'subject', 'enemy', 'measure', 'route', 'line', 'system', 'road', 'train', 'game', 'track', 'prey', 'life', 'sport', 'foe']","[23090, 10761, 4655, 3925, 2604, 2197, 1947, 1496, 1036, 973, 951, 860, 579, 518, 448, 381]","['lead', 'power', 'hobby', 'goal', 'justice', 'area', 'field', 'model', 'target', 'objective']"
1860,put-dobj,"['stop', 'hand', 'man', 'case', 'foot', 'arm', 'head', 'enemy', 'fire', 'power', 'wife', 'face', 'construction', 'finger', 'life', 'light']","[15449, 13956, 3320, 3135, 3059, 2874, 2827, 2714, 2491, 2295, 2168, 1804, 1797, 1743, 1594, 1504]","['phone', 'puzzle', 'car', 'brake', 'fight', 'story', 'call', 'lid', 'package', 'receiver']"
1860,put-pobj_prep.in,"['place', 'power', 'prison', 'iron', 'hand', 'mouth', 'form', 'action', 'light', 'chain', 'water', 'box', 'stock', 'train', 'room', 'bag']","[6935, 3243, 2634, 2320, 2317, 1742, 1277, 1164, 944, 787, 712, 628, 580, 574, 555, 538]","['home', 'container', 'storage', 'shoe', 'car', 'camp', 'call', 'back', 'refrigerator', 'control']"
1860,put-pobj_prep.into,"['hand', 'mouth', 'water', 'form', 'head', 'bag', 'action', 'vessel', 'box', 'heart', 'bottle', 'place', 'power', 'pot', 'port', 'ground']","[19548, 5539, 2326, 1400, 1069, 973, 967, 941, 922, 861, 846, 843, 779, 736, 725, 706]","['container', 'car', 'cab', 'home', 'story', 'computer', 'line', 'framework', 'camp', 'storage']"
1860,put-pobj_prep.on,"['board', 'guard', 'christ', 'clothes', 'armour', 'man', 'hat', 'garment', 'shore', 'dress', 'head', 'level', 'paper', 'robe', 'cap', 'face']","[3439, 2638, 2052, 2040, 1641, 1531, 1460, 1171, 1119, 999, 974, 974, 932, 814, 798, 725]","['weight', 'display', 'map', 'makeup', 'counter', 'market', 'lipstick', 'hold', 'sock', 'plane']"
1860,quit-dobj,"['place', 'room', 'house', 'field', 'subject', 'city', 'post', 'world', 'apartment', 'hold', 'ship', 'office', 'university', 'spot', 'station', 'camp']","[4607, 3813, 3305, 3186, 2689, 2656, 1784, 1395, 1138, 1052, 1019, 993, 928, 921, 915, 908]","['club', 'fight', 'dairy', 'area', 'movement', 'race', 'window', 'baseball', 'turkey', 'editor']"
1860,raise-dobj,"['head', 'water', 'hand', 'body', 'weight', 'arm', 'foot', 'corn', 'man', 'blockade', 'child', 'christ', 'family', 'monument', 'food', 'stock']","[8427, 6877, 5320, 2785, 2763, 2284, 1985, 1575, 1381, 1275, 1260, 1161, 1138, 1114, 1013, 984]","['ceiling', 'resistance', 'defense', 'bottle', 'area', 'threshold', 'baby', 'kid', 'prospect', 'cow']"
1860,reach-dobj,"['place', 'point', 'ear', 'shore', 'house', 'home', 'spot', 'top', 'door', 'bottom', 'ground', 'city', 'heart', 'bank', 'gate', 'foot']","[12791, 10549, 9088, 8937, 6564, 6208, 6063, 5771, 4616, 4538, 4476, 4385, 3666, 3549, 3213, 3107]","['film', 'high', 'detector', 'student', 'objective', 'target', 'accommodation', 'woman', 'equilibrium', 'area']"
1860,read-dobj,"['book', 'paper', 'prayer', 'newspaper', 'line', 'story', 'author', 'life', 'heart', 'document', 'piece', 'record', 'bill', 'print', 'homer', 'soul']","[25878, 6443, 3790, 3556, 3497, 2695, 2549, 2193, 1405, 905, 844, 801, 706, 677, 676, 618]","['mail', 'source', 'lip', 'material', 'failure', 'map', 'meter', 'memory', 'level', 'press']"
1860,read-pobj_prep.in,"['church', 'book', 'school', 'house', 'paper', 'newspaper', 'court', 'synagogue', 'tongue', 'life', 'face', 'family', 'room', 'assembly', 'connection', 'place']","[3729, 2151, 637, 588, 566, 542, 526, 499, 411, 359, 335, 329, 293, 293, 287, 273]","['grade', 'file', 'press', 'sequence', 'classroom', 'magazine', 'reader', 'area', 'child', 'train']"
1860,receive-dobj,"['crown', 'water', 'support', 'light', 'appointment', 'power', 'guest', 'christ', 'fire', 'shock', 'food', 'body', 'pound', 'polish', 'seed', 'friend']","[4453, 3568, 3448, 3246, 2976, 2806, 2561, 2369, 2106, 2054, 1979, 1881, 1434, 1434, 1416, 1405]","['level', 'antenna', 'equipment', 'file', 'study', 'nutrition', 'station', 'fiber', 'cell', 'threat']"
1860,receive-nsubj,"['man', 'king', 'people', 'child', 'person', 'officer', 'world', 'christ', 'church', 'cloud', 'son', 'father', 'body', 'earth', 'bill', 'enemy']","[2291, 1352, 1052, 797, 718, 595, 567, 547, 498, 472, 459, 416, 414, 409, 387, 382]","['server', 'router', 'baby', 'node', 'employee', 'manager', 'worker', 'cell', 'user', 'school']"
1860,receive-pobj_prep.by,"['people', 'king', 'church', 'inhabitant', 'officer', 'post', 'house', 'mail', 'hand', 'person', 'man', 'friend', 'father', 'queen', 'ministry', 'citizen']","[1629, 984, 675, 478, 420, 358, 331, 277, 265, 262, 249, 243, 220, 219, 208, 205]","['seller', 'teacher', 'farmer', 'employee', 'resident', 'library', 'antenna', 'student', 'worker', 'station']"
1860,receive-pobj_prep.from,"['hand', 'father', 'friend', 'king', 'court', 'source', 'person', 'master', 'sun', 'people', 'christ', 'ancestor', 'man', 'lip', 'emperor', 'authority']","[4361, 2805, 2010, 1818, 1131, 979, 951, 829, 780, 714, 688, 636, 578, 557, 552, 523]","['user', 'station', 'computer', 'foundation', 'network', 'reader', 'patient', 'satellite', 'server', 'medium']"
1860,receive-pobj_prep.in,"['return', 'church', 'course', 'school', 'life', 'action', 'arm', 'house', 'place', 'world', 'case', 'person', 'form', 'city', 'supper', 'hand']","[3234, 834, 805, 724, 718, 605, 503, 480, 452, 395, 381, 371, 312, 290, 286, 264]","['home', 'press', 'market', 'institution', 'medium', 'mail', 'area', 'setting', 'class', 'engineering']"
1860,recover-dobj,"['ground', 'power', 'throne', 'authority', 'place', 'crown', 'body', 'city', 'ship', 'balance', 'horse', 'foot', 'shock', 'post', 'life', 'wind']","[1682, 1534, 1062, 873, 793, 695, 602, 600, 444, 420, 394, 376, 345, 333, 294, 249]","['woman', 'file', 'bit', 'ball', 'system', 'addict', 'alcoholic', 'aircraft', 'structure', 'material']"
1860,reduce-dobj,"['action', 'authority', 'castle', 'city', 'enemy', 'establishment', 'fort', 'fortress', 'inhabitant', 'man', 'people', 'place', 'power', 'rebel', 'subject', 'weight']","[343, 222, 560, 1638, 433, 538, 1078, 1090, 358, 325, 767, 1921, 1932, 353, 334, 437]","['barrier', 'transmission', 'threat', 'turnover', 'scope', 'hazard', 'sugar', 'formation', 'gap', 'range']"
1860,refer-pobj_prep.to,"['subject', 'case', 'book', 'person', 'authority', 'class', 'table', 'place', 'source', 'power', 'point', 'christ', 'life', 'people', 'head', 'court']","[1795, 1526, 1316, 1029, 925, 855, 778, 679, 669, 594, 582, 566, 490, 483, 481, 456]","['range', 'file', 'specialist', 'male', 'cell', 'site', 'center', 'image', 'area', 'field']"
1860,regard-dobj,"['man', 'subject', 'life', 'person', 'power', 'action', 'point', 'place', 'form', 'church', 'world', 'people', 'movement', 'system', 'case', 'body']","[1176, 1134, 952, 890, 696, 599, 517, 504, 479, 469, 399, 382, 381, 380, 375, 374]","['control', 'goal', 'area', 'level', 'accommodation', 'scope', 'model', 'objective', 'mechanism', 'support']"
1860,regard-pobj_prep.as,"['enemy', 'man', 'friend', 'source', 'model', 'founder', 'person', 'head', 'author', 'sign', 'father', 'instrument', 'brother', 'authority', 'representative', 'form']","[1886, 1234, 946, 649, 640, 566, 546, 544, 482, 479, 470, 467, 441, 424, 407, 393]","['weapon', 'threat', 'objective', 'extension', 'center', 'device', 'movement', 'indicator', 'goal', 'area']"
1860,regulate-dobj,"['action', 'movement', 'life', 'course', 'form', 'power', 'diet', 'descent', 'office', 'system', 'measure', 'court', 'proportion', 'weight', 'market', 'subject']","[2219, 1586, 1426, 954, 508, 499, 442, 427, 414, 409, 405, 397, 371, 302, 258, 258]","['transport', 'cycle', 'assembly', 'contact', 'sugar', 'cell', 'device', 'control', 'area', 'carrier']"
1860,relate-pobj_prep.to,"['subject', 'life', 'church', 'family', 'person', 'point', 'man', 'world', 'art', 'power', 'action', 'king', 'case', 'christ', 'messiah', 'gun']","[9222, 2646, 2495, 2388, 2219, 1400, 1391, 1080, 1036, 964, 941, 851, 846, 830, 761, 761]","['objective', 'cycle', 'control', 'failure', 'area', 'goal', 'model', 'level', 'student', 'mechanism']"
1860,relieve-dobj,"['place', 'people', 'city', 'heart', 'guard', 'person', 'patient', 'friend', 'man', 'subject', 'soul', 'fort', 'child', 'fortress', 'father', 'castle']","[1513, 911, 767, 671, 622, 604, 450, 373, 363, 331, 330, 317, 306, 292, 231, 229]","['sign', 'gas', 'court', 'user', 'operator', 'carrier', 'nurse', 'constraint', 'area', 'mouth']"
1860,remain-nsubj,"['life', 'man', 'body', 'power', 'people', 'form', 'memory', 'monument', 'ruin', 'king', 'fruit', 'heart', 'record', 'person', 'water', 'enemy']","[1517, 910, 877, 839, 827, 543, 536, 494, 469, 468, 447, 420, 407, 381, 377, 370]","['site', 'cell', 'area', 'shell', 'level', 'resistance', 'mechanism', 'gap', 'threat', 'core']"
1860,remain-pobj_prep.in,"['hand', 'place', 'office', 'house', 'city', 'room', 'power', 'world', 'camp', 'church', 'prison', 'bed', 'contact', 'field', 'body', 'retort']","[5130, 3439, 2624, 2354, 2107, 1249, 1049, 976, 975, 906, 839, 801, 786, 723, 720, 660]","['control', 'tank', 'center', 'car', 'range', 'face', 'area', 'balance', 'game', 'layer']"
1860,remain-pobj_prep.of,"['animal', 'building', 'castle', 'church', 'city', 'edifice', 'fish', 'fortification', 'house', 'life', 'man', 'palace', 'plant', 'structure', 'temple', 'wall']","[855, 767, 510, 297, 507, 237, 299, 261, 359, 558, 260, 253, 227, 238, 581, 605]","['vessel', 'meal', 'creature', 'glory', 'individual', 'fire', 'hair', 'paper', 'movement', 'cell']"
1860,remove-dobj,"['stone', 'body', 'mountain', 'earth', 'family', 'ground', 'veil', 'officer', 'person', 'judge', 'source', 'hand', 'store', 'restraint', 'seat', 'barrier']","[1278, 1245, 1209, 992, 961, 902, 842, 754, 693, 561, 536, 529, 508, 498, 482, 469]","['nut', 'screw', 'area', 'jacket', 'ion', 'file', 'paint', 'threat', 'constraint', 'shirt']"
1860,remove-pobj_prep.from,"['place', 'office', 'body', 'court', 'fire', 'house', 'church', 'surface', 'world', 'city', 'water', 'field', 'heart', 'bed', 'power', 'seat']","[2263, 2172, 804, 559, 494, 461, 425, 376, 366, 352, 316, 302, 285, 272, 263, 262]","['file', 'oven', 'model', 'arena', 'area', 'tank', 'mold', 'roll', 'machine', 'gas']"
1860,render-dobj,"['justice', 'man', 'master', 'life', 'subject', 'place', 'person', 'independent', 'people', 'action', 'system', 'body', 'power', 'office', 'measure', 'study']","[2135, 1851, 1673, 1671, 1267, 1233, 1146, 1075, 864, 803, 796, 724, 702, 622, 569, 509]","['cell', 'frame', 'file', 'film', 'engineering', 'sequence', 'control', 'area', 'rendering', 'map']"
1860,repair-dobj,"['road', 'bridge', 'house', 'church', 'wall', 'fortification', 'ship', 'vessel', 'ruin', 'building', 'temple', 'fence', 'boat', 'castle', 'fort', 'arm']","[2224, 1616, 1480, 1452, 1194, 1156, 1105, 773, 647, 618, 495, 384, 376, 326, 291, 265]","['hole', 'crack', 'door', 'car', 'equipment', 'vehicle', 'automobile', 'cable', 'area', 'leak']"
1860,represent-dobj,"['people', 'person', 'subject', 'church', 'body', 'man', 'power', 'king', 'city', 'sun', 'form', 'christ', 'action', 'life', 'class', 'head']","[2369, 2263, 1824, 1691, 1560, 1500, 1384, 1383, 1331, 1269, 1254, 1243, 1235, 1169, 1142, 1040]","['sequence', 'failure', 'link', 'threat', 'worker', 'shift', 'network', 'employer', 'employee', 'mechanism']"
1860,require-dobj,"['power', 'support', 'study', 'action', 'measure', 'food', 'hand', 'soil', 'person', 'return', 'man', 'help', 'water', 'art', 'witness', 'course']","[2021, 1528, 1215, 1016, 862, 849, 822, 789, 709, 701, 679, 588, 476, 428, 396, 392]","['shift', 'equipment', 'level', 'storage', 'connection', 'bit', 'mechanism', 'replacement', 'permit', 'surgery']"
1860,require-nsubj,"['case', 'justice', 'subject', 'convenience', 'rule', 'man', 'plant', 'system', 'king', 'christ', 'body', 'people', 'place', 'office', 'child', 'church']","[5513, 1882, 1444, 823, 578, 537, 506, 487, 424, 373, 325, 320, 283, 281, 260, 254]","['commissioner', 'level', 'user', 'area', 'model', 'server', 'cell', 'book', 'president', 'school']"
1860,resemble-dobj,"['stone', 'head', 'marble', 'form', 'tree', 'father', 'piece', 'horn', 'man', 'hair', 'life', 'animal', 'water', 'body', 'glass', 'style']","[576, 474, 421, 412, 410, 392, 389, 382, 370, 332, 304, 291, 268, 263, 258, 247]","['area', 'room', 'sequence', 'adult', 'set', 'block', 'lymphocyte', 'map', 'machine', 'rubber']"
1860,resist-dobj,"['power', 'action', 'authority', 'enemy', 'arm', 'measure', 'devil', 'shock', 'king', 'wind', 'fire', 'weight', 'movement', 'call', 'foe', 'extension']","[3861, 3424, 2774, 2746, 927, 894, 829, 779, 494, 385, 379, 349, 297, 297, 276, 253]","['step', 'failure', 'japan', 'frame', 'life', 'structure', 'material', 'lure', 'rise', 'uplift']"
1860,rest-pobj_prep.on,"['foundation', 'ground', 'authority', 'column', 'shoulder', 'pillar', 'arm', 'base', 'bed', 'hand', 'rock', 'side', 'surface', 'head', 'top', 'bosom']","[2479, 2387, 2128, 1051, 1010, 936, 816, 709, 691, 685, 613, 562, 553, 540, 439, 411]","['hair', 'chest', 'door', 'box', 'system', 'sheet', 'set', 'belly', 'desk', 'ring']"
1860,restore-dobj,"['equilibrium', 'power', 'balance', 'king', 'authority', 'life', 'church', 'man', 'family', 'system', 'city', 'child', 'action', 'bourbon', 'body', 'house']","[2412, 1596, 1338, 1326, 1288, 974, 852, 590, 588, 522, 515, 472, 457, 437, 430, 406]","['file', 'range', 'movement', 'control', 'window', 'contact', 'surface', 'measure', 'tie', 'area']"
1860,resume-dobj,"['seat', 'place', 'study', 'subject', 'course', 'office', 'station', 'thread', 'power', 'habit', 'authority', 'post', 'pen', 'route', 'arm', 'form']","[5394, 2226, 1533, 1505, 1485, 1038, 965, 953, 795, 735, 717, 644, 604, 573, 494, 418]","['class', 'tie', 'construction', 'climb', 'beat', 'level', 'contact', 'hunt', 'fishing', 'drive']"
1860,retain-dobj,"['power', 'form', 'place', 'office', 'water', 'hold', 'arm', 'seat', 'authority', 'post', 'habit', 'life', 'station', 'proportion', 'memory', 'wife']","[4104, 2583, 2156, 1865, 1414, 1252, 1044, 872, 867, 667, 415, 414, 346, 327, 320, 315]","['student', 'link', 'teacher', 'base', 'contact', 'screw', 'worker', 'grip', 'employee', 'attorney']"
1860,return-nsubj,"['boat', 'emperor', 'father', 'friend', 'king', 'lady', 'light', 'man', 'officer', 'people', 'ship', 'soldier', 'son', 'spring', 'traveller', 'vessel']","[456, 271, 452, 400, 1058, 209, 289, 699, 268, 526, 248, 203, 268, 407, 231, 218]","['jack', 'employee', 'waiter', 'button', 'control', 'level', 'striker', 'call', 'worker', 'student']"
1860,return-pobj_prep.to,"['home', 'house', 'place', 'camp', 'city', 'ship', 'subject', 'room', 'life', 'family', 'palace', 'friend', 'hotel', 'court', 'church', 'lodging']","[10988, 7298, 5439, 4954, 3573, 2890, 2757, 2337, 2024, 1757, 1533, 1524, 1521, 1398, 1378, 1372]","['root', 'car', 'center', 'classroom', 'menu', 'bedroom', 'model', 'sender', 'screen', 'document']"
1860,rise-nsubj,"['sun', 'water', 'christ', 'people', 'wind', 'man', 'curtain', 'mountain', 'body', 'house', 'star', 'white', 'hill', 'piston', 'sap', 'court']","[10634, 2449, 2197, 1069, 1010, 808, 724, 634, 529, 515, 425, 365, 364, 305, 293, 284]","['peasant', 'table', 'pink', 'float', 'girl', 'dough', 'resistance', 'compass', 'line', 'boxer']"
1860,rise-pobj_prep.from,"['seat', 'table', 'bed', 'chair', 'ground', 'water', 'plain', 'centre', 'earth', 'foot', 'surface', 'bottom', 'ruin', 'ash', 'base', 'bank']","[4101, 3073, 2901, 2103, 1650, 1346, 805, 758, 671, 594, 528, 504, 493, 461, 441, 418]","['building', 'people', 'armchair', 'cup', 'pot', 'hole', 'road', 'slope', 'coronet', 'desk']"
1860,rise-pobj_prep.in,"['arm', 'world', 'proportion', 'place', 'mountain', 'form', 'scale', 'centre', 'tube', 'heart', 'defence', 'life', 'stirrup', 'church', 'hill', 'cloud']","[2329, 1820, 1119, 979, 972, 711, 668, 568, 501, 373, 352, 332, 306, 299, 281, 237]","['tree', 'area', 'chest', 'snow', 'level', 'chair', 'system', 'flood', 'defense', 'spiral']"
1860,rise-pobj_prep.to,"['cloud', 'elevation', 'foot', 'head', 'level', 'life', 'lip', 'office', 'place', 'point', 'power', 'setting', 'station', 'sun', 'surface', 'top']","[237, 1032, 2352, 208, 1012, 680, 744, 237, 244, 500, 1063, 618, 244, 797, 3675, 966]","['meter', 'bait', 'hill', 'man', 'star', 'plane', 'high', 'defense', 'floor', 'plateau']"
1860,round-dobj,"['point', 'head', 'sun', 'world', 'body', 'room', 'wall', 'cape', 'house', 'table', 'city', 'side', 'fire', 'corner', 'centre', 'earth']","[1347, 1304, 935, 712, 656, 565, 517, 478, 405, 388, 386, 384, 353, 333, 328, 324]","['people', 'story', 'child', 'support', 'cattle', 'clock', 'block', 'life', 'bush', 'meal']"
1860,run-dobj,"['race', 'course', 'water', 'hazard', 'gauntlet', 'parallel', 'line', 'counter', 'side', 'head', 'blockade', 'hill', 'horse', 'round', 'yard', 'foot']","[6272, 5628, 4812, 3538, 2295, 2084, 1920, 909, 723, 666, 660, 496, 491, 480, 455, 449]","['system', 'store', 'office', 'server', 'plant', 'door', 'school', 'shop', 'house', 'factory']"
1860,run-nsubj,"['blood', 'water', 'horse', 'people', 'man', 'line', 'road', 'wave', 'street', 'story', 'course', 'cup', 'child', 'boy', 'dog', 'sand']","[3053, 2191, 742, 640, 592, 550, 532, 416, 372, 338, 327, 318, 304, 280, 251, 234]","['computer', 'food', 'machine', 'ammunition', 'motor', 'pump', 'shower', 'well', 'system', 'server']"
1860,save-dobj,"['life', 'soul', 'king', 'people', 'world', 'man', 'child', 'ship', 'christ', 'city', 'queen', 'son', 'friend', 'person', 'father', 'mankind']","[49030, 14124, 4835, 4112, 3105, 2874, 2139, 1786, 1756, 1698, 1355, 1345, 1285, 1077, 954, 888]","['document', 'china', 'baby', 'buck', 'cow', 'gas', 'whale', 'fare', 'file', 'setting']"
1860,saw-dobj,"['man', 'light', 'face', 'person', 'woman', 'sign', 'glory', 'child', 'prospect', 'place', 'house', 'people', 'body', 'lady', 'friend', 'king']","[4066, 3289, 2456, 1357, 1337, 1268, 1124, 1032, 896, 866, 827, 814, 809, 771, 740, 652]","['hair', 'guy', 'car', 'glint', 'film', 'bottle', 'truck', 'flicker', 'baby', 'blade']"
1860,say-nsubj,"['man', 'people', 'christ', 'author', 'father', 'king', 'john', 'mother', 'friend', 'court', 'doctor', 'historian', 'world', 'person', 'lady', 'woman']","[11096, 7643, 6589, 5029, 4797, 4167, 3754, 3363, 3224, 2912, 2870, 2765, 2319, 1915, 1782, 1640]","['needle', 'source', 'daddy', 'study', 'worker', 'pa', 'kid', 'dad', 'scientist', 'bobby']"
1860,say-pobj_prep.to,"['man', 'friend', 'people', 'father', 'king', 'brother', 'wife', 'woman', 'child', 'mother', 'person', 'son', 'world', 'lady', 'master', 'soul']","[1456, 1419, 1092, 790, 689, 530, 476, 459, 438, 433, 419, 395, 383, 332, 304, 258]","['guy', 'nurse', 'guest', 'life', 'driver', 'kid', 'teacher', 'press', 'somebody', 'student']"
1860,seat-pobj_prep.on,"['throne', 'ground', 'bench', 'chair', 'side', 'bank', 'rock', 'sofa', 'stool', 'stone', 'grass', 'step', 'hill', 'couch', 'horse', 'floor']","[7218, 1452, 1134, 1004, 717, 683, 617, 476, 463, 412, 408, 298, 278, 269, 256, 247]","['porch', 'bull', 'corner', 'veranda', 'board', 'rug', 'toilet', 'tripod', 'bus', 'doorstep']"
1860,secure-dobj,"['person', 'retreat', 'place', 'power', 'support', 'life', 'return', 'crown', 'door', 'throne', 'point', 'prey', 'seat', 'reception', 'boat', 'comfort']","[3939, 3057, 2726, 1702, 1393, 1293, 1276, 1109, 951, 934, 865, 838, 712, 695, 687, 661]","['rule', 'level', 'housing', 'permit', 'equipment', 'route', 'network', 'goal', 'area', 'objective']"
1860,see-dobj,"['man', 'face', 'fig', 'friend', 'light', 'person', 'child', 'place', 'father', 'son', 'house', 'world', 'king', 'lady', 'woman', 'people']","[17663, 15140, 11352, 10313, 8737, 6898, 6591, 6586, 5239, 5232, 5193, 5001, 4779, 4638, 4520, 3899]","['psychiatrist', 'level', 'film', 'counselor', 'panel', 'inset', 'guy', 'dad', 'specialist', 'ref']"
1860,see-nsubj,"['world', 'man', 'reader', 'people', 'nobody', 'person', 'child', 'father', 'son', 'king', 'friend', 'blind', 'traveller', 'body', 'wife', 'mother']","[7837, 7290, 3467, 1983, 1025, 824, 606, 567, 540, 527, 512, 470, 469, 352, 337, 308]","['tourist', 'study', 'human', 'city', 'family', 'scientist', 'viewer', 'appointment', 'camera', 'user']"
1860,see-pobj_prep.from,"['centre', 'deck', 'earth', 'hill', 'house', 'place', 'point', 'road', 'shore', 'side', 'sun', 'surface', 'table', 'top', 'water', 'window']","[207, 299, 1449, 328, 214, 266, 1415, 447, 221, 781, 671, 200, 357, 376, 232, 727]","['record', 'level', 'face', 'corner', 'plane', 'airplane', 'formula', 'train', 'column', 'study']"
1860,see-pobj_prep.in,"['fig', 'light', 'place', 'street', 'world', 'case', 'life', 'house', 'course', 'hand', 'print', 'church', 'city', 'paper', 'room', 'face']","[5232, 4021, 3373, 2528, 2432, 2283, 2023, 1481, 1459, 1442, 1309, 1152, 1053, 989, 843, 797]","['failure', 'human', 'model', 'dog', 'control', 'film', 'setting', 'mouse', 'rat', 'radiograph']"
1860,see-pobj_prep.on,"['side', 'subject', 'earth', 'surface', 'coast', 'road', 'shore', 'wall', 'bank', 'return', 'board', 'stage', 'face', 'table', 'ground', 'hand']","[2727, 940, 783, 737, 493, 487, 461, 414, 412, 400, 394, 373, 352, 301, 295, 212]","['image', 'radiograph', 'film', 'screen', 'ray', 'monitor', 'line', 'tv', 'television', 'study']"
1860,seek-dobj,"['shelter', 'place', 'life', 'home', 'food', 'face', 'glory', 'help', 'support', 'acquaintance', 'retreat', 'enemy', 'spot', 'office', 'fruit', 'friend']","[5609, 4097, 2891, 2507, 2446, 1765, 1702, 1142, 1139, 880, 824, 783, 703, 629, 609, 606]","['candidate', 'area', 'balance', 'contact', 'housing', 'control', 'tie', 'objective', 'base', 'system']"
1860,seem-nsubj,"['people', 'man', 'life', 'world', 'power', 'person', 'nobody', 'author', 'heart', 'prospect', 'king', 'case', 'friend', 'earth', 'body', 'soul']","[1975, 1133, 990, 899, 814, 692, 668, 662, 609, 607, 597, 570, 539, 521, 494, 459]","['area', 'model', 'level', 'proportion', 'mechanism', 'baby', 'student', 'cell', 'teacher', 'flower']"
1860,seize-dobj,"['person', 'hand', 'prey', 'arm', 'vessel', 'hold', 'ship', 'paper', 'gun', 'rein', 'sword', 'city', 'crown', 'horse', 'bridle', 'castle']","[4726, 3402, 3041, 2369, 1432, 1267, 1061, 945, 901, 885, 865, 819, 755, 739, 697, 621]","['objective', 'revolver', 'area', 'shoulder', 'base', 'station', 'airfield', 'document', 'plant', 'leg']"
1860,select-dobj,"['place', 'spot', 'person', 'site', 'subject', 'man', 'point', 'piece', 'candidate', 'officer', 'material', 'book', 'food', 'individual', 'ground', 'wife']","[1725, 1332, 1029, 918, 840, 656, 478, 440, 439, 411, 397, 366, 362, 354, 289, 284]","['tool', 'box', 'file', 'button', 'range', 'student', 'patient', 'area', 'cell', 'tab']"
1860,sell-dobj,"['life', 'horse', 'book', 'liquor', 'child', 'house', 'stock', 'corn', 'wine', 'place', 'dear', 'ship', 'soul', 'fish', 'office', 'fruit']","[2691, 1489, 1462, 1331, 981, 934, 865, 606, 582, 565, 544, 491, 475, 472, 435, 424]","['cream', 'computer', 'call', 'range', 'brand', 'story', 'car', 'line', 'record', 'system']"
1860,send-dobj,"['son', 'child', 'boat', 'deputy', 'person', 'man', 'ship', 'representative', 'book', 'home', 'officer', 'paper', 'minister', 'commissioner', 'body', 'line']","[7462, 4353, 2573, 2219, 2142, 1983, 1901, 1757, 1694, 1524, 1415, 1395, 1337, 1310, 1308, 1051]","['image', 'observer', 'car', 'call', 'kid', 'plane', 'cable', 'wire', 'fax', 'worker']"
1860,send-pobj_prep.to,"['tower', 'school', 'prison', 'house', 'king', 'market', 'minister', 'place', 'court', 'friend', 'press', 'college', 'hospital', 'university', 'table', 'jail']","[4633, 4083, 3859, 2993, 2810, 2009, 1630, 1593, 1558, 1336, 1215, 952, 869, 867, 791, 787]","['reformatory', 'center', 'recipient', 'computer', 'system', 'device', 'laundry', 'server', 'area', 'user']"
1860,separate-dobj,"['water', 'valley', 'soul', 'man', 'class', 'root', 'people', 'body', 'silver', 'nave', 'head', 'grain', 'race', 'world', 'church', 'friend']","[1034, 626, 425, 420, 313, 299, 293, 288, 285, 284, 281, 268, 250, 243, 242, 213]","['ion', 'area', 'level', 'mixture', 'structure', 'wall', 'block', 'set', 'stage', 'fiber']"
1860,separate-pobj_prep.by,"['channel', 'valley', 'partition', 'line', 'wall', 'ridge', 'ocean', 'layer', 'comma', 'bed', 'barrier', 'mountain', 'column', 'fissure', 'tree', 'pillar']","[1068, 1053, 977, 936, 926, 652, 502, 333, 314, 293, 288, 275, 261, 250, 224, 208]","['blank', 'material', 'cell', 'surface', 'diameter', 'step', 'film', 'sheet', 'interface', 'table']"
1860,separate-pobj_prep.from,"['body', 'church', 'world', 'wife', 'friend', 'companion', 'family', 'water', 'child', 'people', 'brother', 'blood', 'stone', 'mother', 'father', 'life']","[2740, 2685, 1179, 989, 653, 606, 554, 433, 422, 381, 369, 353, 328, 269, 233, 225]","['area', 'fossa', 'mixture', 'nucleus', 'ear', 'background', 'gas', 'structure', 'contact', 'control']"
